aX,aY,aZ,gX,gY,gZ
0.174,-0.089,0.735,-47.668,37.537,86.914
0.181,-0.086,0.714,-45.715,36.438,86.853
0.198,-0.075,0.677,-44.8,34.424,85.754
0.202,-0.072,0.64,-45.044,31.067,84.106
0.198,-0.081,0.605,-47.119,27.344,81.421
0.213,-0.087,0.593,-50.232,23.437,79.346
0.228,-0.07,0.607,-53.345,19.531,78.186
0.198,-0.025,0.62,-54.382,15.686,75.5
0.187,0.033,0.617,-52.979,13.123,72.205
0.205,0.066,0.611,-49.5,12.085,69.092
0.211,0.075,0.611,-44.983,10.864,65.979
0.222,0.066,0.628,-41.138,9.827,63.904
0.221,0.058,0.637,-38.208,8.911,62.378
0.236,0.076,0.649,-37.842,7.812,61.157
0.245,0.087,0.655,-38.696,5.92,58.716
0.259,0.071,0.648,-39.124,3.601,56.335
0.267,0.069,0.644,-39.185,1.587,54.443
0.289,0.08,0.645,-38.635,0.122,52.49
0.301,0.122,0.674,-38.94,-1.16,50.293
0.295,0.215,0.708,-38.94,-2.197,47.729
0.283,0.288,0.729,-34.973,-2.625,43.823
0.299,0.318,0.731,-27.161,-1.465,39.612
0.328,0.298,0.736,-17.456,0.061,35.767
0.344,0.258,0.747,-7.385,1.038,32.288
0.352,0.241,0.764,0.183,1.892,29.541
0.345,0.236,0.786,5.493,2.563,26.855
0.351,0.217,0.802,10.803,3.601,25.208
0.357,0.196,0.814,13.916,4.272,23.193
0.369,0.172,0.825,14.343,4.822,21.484
0.38,0.148,0.836,11.841,4.272,20.142
0.395,0.143,0.847,6.47,3.113,19.226
0.4,0.149,0.884,-0.305,1.343,18.25
0.394,0.168,0.892,-6.775,-0.854,17.212
0.39,0.174,0.91,-13.367,-3.357,16.174
0.377,0.201,0.912,-15.198,-4.272,15.747
0.371,0.204,0.923,-10.803,-2.747,14.954
0.378,0.164,0.929,-2.93,0.61,14.038
0.391,0.132,0.923,7.69,4.761,13.611
0.431,0.083,0.924,15.625,9.583,13.245
0.444,0.103,0.948,18.066,12.878,12.939
0.424,0.133,0.969,15.625,13.55,12.756
0.404,0.145,0.975,12.817,13.611,12.756
0.406,0.115,0.952,8.057,13.611,12.634
0.414,0.111,0.898,-1.16,12.939,13.855
0.428,0.153,0.826,-12.512,10.315,15.564
0.434,0.191,0.786,-22.705,5.554,15.625
0.418,0.225,0.781,-28.992,1.099,15.137
0.411,0.249,0.801,-32.776,-3.845,13.611
0.386,0.247,0.849,-33.569,-7.08,11.475
0.355,0.277,0.901,-28.809,-7.568,10.376
0.351,0.285,0.939,-19.958,-5.615,9.216
0.359,0.258,0.957,-9.46,-2.747,7.385
0.367,0.225,0.954,-0.183,0.061,5.432
0.387,0.193,0.937,5.005,1.465,3.967
0.396,0.171,0.92,7.202,1.77,3.296
0.401,0.154,0.901,7.08,1.404,3.052
0.41,0.12,0.895,5.066,0.61,2.93
0.406,0.112,0.892,0.793,-0.61,3.479
0.399,0.144,0.893,-4.456,-1.587,4.211
0.398,0.181,0.899,-8.24,-2.014,4.211
0.397,0.193,0.9,-9.827,-1.831,3.723
0.403,0.195,0.892,-9.094,-1.099,3.418
0.407,0.196,0.886,-7.08,-0.061,3.357
0.412,0.175,0.888,-5.005,0.793,2.93
0.41,0.147,0.881,-3.845,1.221,2.93
0.41,0.135,0.878,-4.211,1.526,3.235
0.407,0.133,0.867,-4.822,1.404,3.967
0.406,0.14,0.854,-5.615,1.221,4.578
0.41,0.143,0.856,-6.165,0.916,5.188
0.413,0.136,0.863,-7.202,0.549,5.615
0.42,0.14,0.859,-8.606,0,5.859
0.408,0.178,0.863,-9.46,-0.793,6.042
0.395,0.213,0.857,-8.301,-1.221,5.676
0.401,0.203,0.852,-4.944,-1.038,5.005
0.401,0.193,0.863,-2.258,-0.366,4.395
0.395,0.211,0.881,-1.465,-0.061,4.333
0.388,0.211,0.885,-1.892,0.061,3.601
0.387,0.195,0.878,-2.075,0.061,3.052
0.386,0.194,0.88,-2.991,-0.183,2.747
0.382,0.21,0.883,-4.028,-0.305,2.441
0.383,0.212,0.881,-4.761,-0.183,1.953
0.39,0.2,0.879,-5.127,-0.122,1.587
0.394,0.197,0.881,-5.31,0.122,0.916
0.398,0.194,0.879,-5.127,0.488,0.366
0.397,0.191,0.872,-3.906,0.916,-0.122
0.401,0.196,0.866,-1.648,1.587,-0.244
0.412,0.19,0.865,0.488,2.197,-0.244
0.419,0.173,0.869,2.319,2.258,-0.061
0.421,0.163,0.869,2.991,1.77,0
0.421,0.164,0.86,2.563,0.732,0.244
0.422,0.171,0.854,1.831,-0.366,0.549
0.433,-0.632,1.119,-15.32,-1.343,14.16
0.358,-0.698,1.184,-20.569,-9.46,16.907
0.326,-0.724,1.229,-29.297,-13,18.86
0.342,-0.709,1.234,-38.269,-17.334,24.597
0.343,-0.789,1.229,-49.561,-24.78,26.306
0.286,-0.754,1.234,-63.904,-31.555,24.902
0.228,-0.679,1.237,-76.416,-30.457,27.771
0.212,-0.652,1.228,-83.618,-25.024,29.053
0.22,-0.615,1.225,-88.623,-17.761,31.555
0.225,-0.561,1.2,-89.294,-9.583,37.964
0.243,-0.541,1.185,-88.501,-3.052,42.969
0.247,-0.509,1.177,-87.219,0.122,45.593
0.246,-0.458,1.166,-85.876,2.136,47.607
0.225,-0.406,1.144,-83.008,4.395,50.842
0.222,-0.404,1.12,-80.383,8.484,53.284
0.235,-0.393,1.09,-78.064,12.268,55.725
0.242,-0.359,1.058,-76.294,14.709,57.678
0.245,-0.336,1.031,-75.317,17.517,59.082
0.257,-0.32,1.008,-74.707,20.02,60.73
0.27,-0.296,0.977,-74.28,21.423,61.951
0.276,-0.278,0.937,-74.463,20.935,62.073
0.272,-0.263,0.892,-76.172,19.714,60.974
0.265,-0.263,0.865,-77.209,18.433,59.631
0.255,-0.265,0.834,-76.538,17.883,58.899
0.252,-0.244,0.792,-75.012,17.517,59.021
0.248,-0.24,0.77,-75.073,17.883,59.082
0.238,-0.256,0.754,-75.317,19.47,59.631
0.246,-0.26,0.757,-74.829,21.484,61.096
0.246,-0.247,0.772,-74.585,22.888,62.683
0.25,-0.211,0.778,-74.524,24.231,64.331
0.244,-0.185,0.766,-73.975,23.193,65.796
0.252,-0.175,0.747,-73.242,23.56,69.458
0.278,-0.176,0.732,-73.608,23.376,72.876
0.273,-0.147,0.737,-76.416,21.423,73.975
0.251,-0.106,0.731,-80.017,20.081,73.792
0.242,-0.077,0.727,-82.397,19.775,73.73
0.249,-0.06,0.727,-84.534,19.836,74.036
0.25,-0.022,0.715,-85.144,19.47,74.585
0.249,0.024,0.709,-85.388,18.005,73.792
0.236,0.082,0.699,-84.29,15.869,72.266
0.221,0.124,0.699,-81.909,14.526,70.618
0.208,0.148,0.699,-77.82,14.404,69.214
0.211,0.174,0.697,-71.35,15.686,68.97
0.226,0.182,0.699,-64.27,17.517,68.115
0.236,0.201,0.709,-57.922,18.494,66.406
0.237,0.214,0.709,-52.246,19.165,65.491
0.249,0.195,0.709,-47.119,19.775,64.27
0.258,0.194,0.714,-43.945,19.897,62.927
0.234,0.241,0.716,-41.443,19.592,61.707
0.222,0.31,0.714,-39.856,19.958,59.937
0.232,0.336,0.708,-36.377,20.752,58.228
0.232,0.311,0.733,-33.752,20.447,55.786
0.245,0.323,0.739,-33.203,19.836,53.833
0.237,0.348,0.744,-32.898,17.639,51.392
0.213,0.369,0.753,-33.386,15.198,48.34
0.218,0.364,0.753,-33.02,13.916,45.288
0.215,0.35,0.762,-32.349,13.306,42.297
0.216,0.38,0.763,-31.006,13.428,40.039
0.225,0.405,0.769,-29.053,13.489,36.804
0.236,0.418,0.772,-25.94,13.306,33.691
0.248,0.423,0.781,-21.973,13.367,30.579
0.256,0.416,0.795,-18.372,13.367,27.527
0.259,0.402,0.805,-15.137,12.939,24.292
0.273,0.416,0.815,-12.756,12.573,21.667
0.281,0.428,0.817,-10.742,11.78,19.226
0.285,0.404,0.813,-9.338,10.559,16.602
0.309,0.385,0.805,-9.094,9.46,15.198
0.319,0.376,0.797,-10.01,7.996,13.733
0.324,0.362,0.782,-11.047,5.981,12.451
0.335,0.338,0.777,-10.925,4.089,11.658
0.346,0.313,0.773,-10.437,2.686,11.414
0.353,0.313,0.774,-9.949,0.549,11.597
0.351,0.311,0.798,-9.46,-1.343,12.268
0.344,0.309,0.827,-9.46,-2.93,13.184
0.336,0.305,0.85,-10.62,-4.883,14.038
0.329,0.319,0.878,-12.024,-6.714,14.648
0.315,0.372,0.893,-13.306,-7.507,14.587
0.295,0.422,0.899,-14.465,-7.507,13.367
0.286,0.455,0.896,-15.991,-7.202,11.841
0.282,0.473,0.892,-16.968,-6.287,9.705
0.274,0.487,0.885,-17.151,-5.005,7.08
0.272,0.501,0.882,-16.602,-3.723,4.333
0.276,0.499,0.878,-17.029,-2.197,1.709
0.298,0.476,0.863,-18.066,-0.61,-0.488
0.312,0.438,0.865,-20.02,-0.061,-2.136
0.32,0.409,0.855,-22.827,-0.122,-3.113
0.335,0.42,0.832,-23.315,-0.549,-3.723
0.343,0.431,0.818,-20.874,-1.343,-4.761
0.343,0.413,0.81,-15.808,-1.526,-5.432
0.364,0.363,0.786,-9.827,-0.366,-5.554
0.381,0.313,0.774,-4.944,-0.061,-4.822
0.372,0.304,0.782,-2.258,-0.427,-3.601
0.36,0.318,0.791,-1.709,-1.465,-2.441
0.356,0.311,0.812,-2.502,-2.808,-0.916
0.357,0.289,0.831,-4.578,-3.906,1.282
0.354,0.294,0.836,-6.653,-5.127,3.662
0.352,0.336,0.834,-8.179,-6.165,5.554
0.346,0.385,0.832,-7.629,-6.836,6.531
0.341,0.422,0.829,-5.798,-6.897,6.714
0.326,0.431,0.821,-3.296,-6.592,6.165
0.319,0.429,0.814,-1.221,-5.92,5.981
0.327,0.431,0.81,-0.427,-4.456,6.042
0.339,0.433,0.809,-0.427,-3.662,5.859
0.337,0.436,0.821,-1.831,-3.54,5.127
0.328,0.45,0.827,-3.723,-3.967,4.333
0.322,0.468,0.829,-5.127,-4.15,3.052
0.319,0.471,0.835,-6.042,-3.784,1.892
0.329,0.451,0.838,-6.653,-3.174,0.732
0.335,0.423,0.844,-7.324,-2.625,0.244
0.334,0.424,0.844,-7.019,-1.709,0.427
0.336,0.432,0.841,-6.226,-0.916,0.305
0.341,0.422,0.837,-5.127,-0.488,0.305
0.341,0.4,0.831,-3.418,-0.122,0.488
0.337,0.391,0.828,-2.136,-0.183,0.854
0.327,0.389,0.829,-1.831,-0.305,1.465
0.318,0.383,0.827,-1.892,-0.061,2.075
0.315,0.379,0.817,-1.831,0.549,2.747
0.314,0.386,0.807,-1.221,0.977,3.418
0.314,0.391,0.799,-0.305,1.465,3.662
0.287,-0.645,1.283,20.142,5.737,6.348
0.29,-0.73,1.348,2.441,7.08,10.437
0.298,-0.784,1.411,-21.423,8.301,14.832
0.294,-0.761,1.462,-46.692,8.972,19.287
0.289,-0.716,1.478,-69.153,7.751,24.78
0.252,-0.687,1.481,-86.487,6.104,29.663
0.224,-0.63,1.462,-98.267,7.874,33.997
0.207,-0.544,1.418,-102.722,10.864,38.696
0.17,-0.464,1.362,-100.037,15.137,43.396
0.149,-0.409,1.3,-92.896,22.766,48.523
0.138,-0.358,1.243,-84.229,31.616,52.368
0.141,-0.327,1.187,-76.538,40.955,56.152
0.155,-0.31,1.137,-71.35,49.316,59.692
0.178,-0.306,1.094,-69.946,55.054,63.049
0.195,-0.298,1.039,-71.045,56.824,66.284
0.203,-0.268,0.99,-73.792,55.481,68.42
0.204,-0.226,0.944,-78.43,51.453,68.848
0.207,-0.177,0.909,-83.069,47.119,67.749
0.203,-0.141,0.897,-88.013,43.03,65.735
0.199,-0.119,0.865,-92.651,39.307,64.27
0.207,-0.107,0.827,-96.558,35.889,62.927
0.197,-0.1,0.798,-100.159,31.494,61.462
0.213,-0.064,0.78,-102.112,27.344,61.523
0.176,-0.049,0.762,-100.342,21.729,61.646
0.17,-0.008,0.744,-96.802,23.01,60.486
0.191,-0.009,0.729,-89.355,24.231,61.279
0.186,0.02,0.731,-80.994,25.391,60.486
0.172,0.067,0.734,-72.998,26.733,59.082
0.177,0.093,0.743,-64.88,28.931,58.289
0.194,0.068,0.754,-59.021,30.701,59.631
0.205,0.036,0.763,-55.725,32.104,61.34
0.209,0.017,0.758,-54.81,32.349,61.646
0.214,0.025,0.74,-55.115,31.677,60.486
0.225,0.053,0.716,-55.725,30.701,59.448
0.228,0.059,0.7,-55.725,28.87,58.594
0.225,0.052,0.694,-54.443,27.1,58.411
0.225,0.072,0.694,-52.856,25.635,58.594
0.236,0.103,0.697,-51.697,24.414,57.739
0.237,0.132,0.675,-51.025,23.071,56.885
0.234,0.137,0.678,-52.368,20.203,55.542
0.232,0.144,0.711,-56.396,17.273,56.946
0.236,0.147,0.733,-59.692,15.381,62.012
0.227,0.152,0.739,-62.134,14.282,65.674
0.24,0.213,0.732,-62.073,12.817,64.88
0.231,0.243,0.721,-59.387,13.062,63.843
0.197,0.271,0.71,-56.396,16.602,62.561
0.244,0.289,0.698,-51.636,20.081,60.913
0.258,0.312,0.702,-46.875,20.264,57.8
0.24,0.341,0.714,-41.809,19.531,55.542
0.213,0.372,0.72,-36.438,19.592,53.894
0.214,0.382,0.723,-31.25,21.24,51.819
0.241,0.38,0.717,-25.452,23.682,49.011
0.271,0.382,0.722,-20.203,24.597,46.692
0.276,0.386,0.73,-17.395,23.743,44.495
0.266,0.401,0.741,-15.686,21.545,42.786
0.263,0.42,0.745,-15.381,19.836,41.138
0.27,0.427,0.747,-15.32,18.616,39.307
0.257,0.429,0.755,-16.113,17.517,37.537
0.266,0.439,0.767,-17.029,16.663,35.889
0.277,0.444,0.77,-16.846,16.113,33.936
0.279,0.448,0.776,-15.869,15.32,31.799
0.274,0.462,0.78,-14.343,14.16,29.419
0.265,0.463,0.781,-12.573,13.123,27.039
0.255,0.462,0.787,-11.536,12.939,24.658
0.251,0.472,0.786,-9.338,12.817,22.156
0.25,0.467,0.792,-7.568,12.695,19.287
0.254,0.474,0.797,-6.226,12.756,16.907
0.26,0.493,0.805,-5.127,12.695,14.282
0.268,0.504,0.806,-3.479,12.512,11.536
0.282,0.496,0.805,-2.197,12.146,8.972
0.295,0.486,0.799,-1.16,11.292,6.714
0.304,0.469,0.795,-1.526,10.193,4.639
0.317,0.456,0.791,-3.113,8.667,3.418
0.331,0.453,0.782,-5.249,6.775,2.441
0.342,0.455,0.776,-7.019,4.395,1.404
0.342,0.442,0.778,-7.874,2.014,0.305
0.342,0.426,0.783,-8.179,0.183,-0.183
0.346,0.417,0.794,-8.301,-0.732,-0.305
0.346,0.407,0.808,-8.484,-1.16,-0.244
0.345,0.402,0.817,-8.362,-1.282,-0.183
0.349,0.391,0.83,-8.423,-1.709,0.122
0.345,0.385,0.842,-7.568,-1.953,0.488
0.349,0.394,0.858,-6.104,-1.953,0.671
0.346,0.385,0.868,-4.395,-2.136,0.793
0.341,0.364,0.872,-3.479,-2.197,1.282
0.343,0.363,0.867,-3.235,-1.77,2.075
0.34,0.372,0.862,-3.601,-1.404,3.052
0.333,0.373,0.863,-3.723,-1.16,3.418
0.332,0.378,0.863,-3.662,-0.732,4.211
0.335,0.381,0.852,-3.418,0,4.7
0.336,0.387,0.84,-4.028,0.61,5.371
0.338,0.392,0.831,-4.944,0.916,6.104
0.336,0.397,0.825,-5.859,0.793,6.531
0.334,0.408,0.813,-7.08,0.61,6.775
0.333,0.42,0.795,-7.69,0.427,6.653
0.331,0.431,0.786,-8.484,-0.122,6.531
0.326,0.443,0.778,-9.155,-0.671,5.981
0.327,0.45,0.77,-10.254,-1.038,5.249
0.33,0.452,0.776,-10.864,-1.343,4.333
0.332,0.461,0.78,-10.315,-1.526,3.54
0.331,0.474,0.779,-7.751,-1.587,2.93
0.334,0.48,0.773,-4.456,-1.343,2.014
0.328,0.473,0.772,-0.793,-1.587,1.099
0.325,0.449,0.783,1.404,-1.953,0.488
0.328,0.427,0.796,1.953,-2.502,0.427
0.327,0.416,0.811,1.465,-3.235,0.549
0.322,0.412,0.821,0.122,-3.601,0.671
0.318,0.419,0.825,-1.526,-3.479,1.038
0.316,0.424,0.824,-2.441,-2.808,1.221
0.317,0.425,0.815,-2.38,-1.953,1.282
0.322,0.422,0.816,-2.197,-0.916,1.099
0.329,0.425,0.819,-2.075,-0.122,0.977
0.333,0.427,0.817,-1.343,0.305,0.671
0.333,0.433,0.814,0,0.366,0.122
0.329,0.437,0.814,1.16,0.549,-0.183
0.328,0.434,0.815,1.709,0.977,-0.122
0.331,0.431,0.817,2.075,1.465,-0.122
0.336,0.427,0.822,1.831,2.197,0.305
0.336,0.426,0.826,1.038,2.502,0.183
0.357,-0.559,1.304,19.775,-2.197,6.653
0.365,-0.62,1.384,20.386,1.526,10.498
0.396,-0.697,1.461,14.282,5.493,16.296
0.415,-0.773,1.504,1.465,7.69,23.499
0.438,-0.844,1.508,-17.822,6.104,30.457
0.416,-0.868,1.511,-42.786,1.526,36.621
0.384,-0.839,1.518,-67.383,-2.625,43.335
0.345,-0.774,1.52,-89.111,-4.944,49.805
0.341,-0.71,1.5,-106.506,-5.493,56.091
0.319,-0.633,1.443,-117.004,-6.714,62.683
0.278,-0.569,1.367,-124.084,-6.165,66.406
0.244,-0.507,1.3,-127.93,-3.174,70.007
0.211,-0.443,1.25,-128.723,2.014,73.181
0.191,-0.382,1.2,-125,9.094,77.026
0.175,-0.311,1.147,-116.943,15.686,81.177
0.168,-0.238,1.088,-107.666,20.996,84.595
0.172,-0.213,1.022,-99.609,24.597,86.914
0.166,-0.213,0.961,-94.055,26.489,88.318
0.165,-0.199,0.905,-92.163,28.076,88.623
0.163,-0.181,0.85,-92.407,27.466,87.219
0.142,-0.169,0.806,-94.543,26.672,85.083
0.143,-0.141,0.757,-97.229,26.367,83.801
0.123,-0.099,0.716,-99.548,25.452,82.275
0.095,-0.054,0.696,-103.271,27.283,79.651
0.089,-0.026,0.688,-106.75,30.273,76.904
0.096,0.005,0.677,-109.741,32.654,75.745
0.102,0.051,0.658,-109.558,33.997,76.66
0.104,0.091,0.625,-105.347,32.593,77.087
0.092,0.128,0.592,-99.243,30.457,76.477
0.089,0.145,0.575,-92.712,29.053,73.608
0.086,0.168,0.555,-84.717,28.137,71.106
0.086,0.2,0.546,-76.904,28.564,69.153
0.097,0.23,0.555,-71.045,29.785,66.833
0.109,0.249,0.556,-66.101,30.518,63.66
0.119,0.244,0.555,-62.073,29.907,60.547
0.125,0.238,0.555,-59.509,27.893,58.472
0.128,0.242,0.553,-57.922,25.085,57.19
0.124,0.272,0.555,-56.641,22.278,54.688
0.135,0.316,0.568,-53.345,19.104,53.04
0.147,0.293,0.564,-46.204,15.625,53.223
0.12,0.295,0.564,-43.213,15.686,47.241
0.173,0.332,0.556,-39.978,17.334,45.715
0.177,0.334,0.579,-36.865,15.259,44.006
0.19,0.348,0.61,-35.828,13.428,41.138
0.206,0.356,0.632,-34.302,10.376,38.635
0.174,0.356,0.662,-33.386,7.629,36.438
0.18,0.342,0.686,-33.752,7.751,34.485
0.209,0.325,0.705,-33.813,8.789,32.654
0.24,0.33,0.716,-33.569,9.338,31.189
0.255,0.345,0.735,-32.349,7.996,29.846
0.26,0.374,0.737,-29.175,5.92,28.442
0.258,0.369,0.742,-24.231,4.761,26.611
0.271,0.348,0.759,-19.897,5.005,25.085
0.27,0.38,0.77,-15.259,4.944,24.536
0.258,0.435,0.787,-12.939,4.639,23.499
0.25,0.477,0.799,-11.353,4.883,22.034
0.246,0.487,0.809,-9.155,5.554,20.203
0.248,0.471,0.81,-6.714,6.409,17.944
0.247,0.444,0.817,-4.089,7.141,16.052
0.245,0.453,0.813,-0.977,7.996,14.282
0.243,0.465,0.808,1.526,8.484,12.39
0.24,0.462,0.805,2.991,8.911,10.315
0.251,0.462,0.802,3.479,8.484,8.423
0.26,0.468,0.791,3.052,7.141,6.531
0.261,0.47,0.797,1.892,4.639,4.517
0.26,0.477,0.819,-0.61,2.136,2.502
0.258,0.477,0.83,-2.686,-0.366,0.732
0.262,0.47,0.832,-3.967,-2.319,-0.61
0.262,0.453,0.834,-5.188,-3.723,-1.343
0.266,0.428,0.848,-6.348,-4.639,-1.465
0.273,0.42,0.864,-7.324,-4.761,-1.282
0.288,0.424,0.871,-6.897,-4.639,-1.282
0.292,0.414,0.886,-5.859,-4.578,-1.892
0.29,0.394,0.899,-4.15,-4.272,-2.319
0.297,0.39,0.898,-2.075,-3.723,-2.441
0.301,0.386,0.891,-0.427,-2.808,-2.319
0.304,0.366,0.893,0.122,-1.892,-2.136
0.303,0.354,0.898,0.061,-1.343,-1.77
0.296,0.347,0.899,-1.099,-0.916,-1.099
0.292,0.35,0.895,-2.563,-0.244,-0.122
0.296,0.356,0.892,-3.54,0.61,0.854
0.297,0.353,0.89,-4.028,1.648,1.526
0.298,0.352,0.888,-4.517,2.502,2.319
0.292,0.358,0.892,-5.493,2.808,3.174
0.281,0.359,0.882,-7.141,3.54,3.845
0.277,0.367,0.868,-8.972,4.272,4.578
0.278,0.381,0.856,-10.315,4.822,5.371
0.276,0.39,0.841,-10.376,5.188,5.493
0.276,0.401,0.824,-9.827,5.371,5.066
0.275,0.415,0.819,-9.705,5.005,4.639
0.271,0.425,0.813,-10.742,3.967,3.967
0.269,0.433,0.801,-11.78,2.686,3.479
0.27,0.453,0.794,-12.817,1.404,2.869
0.265,0.472,0.793,-12.939,0.427,2.014
0.263,0.475,0.796,-10.132,-0.061,0.61
0.263,0.46,0.805,-5.737,0.122,-0.671
0.267,0.438,0.81,-1.343,0.61,-1.953
0.279,0.418,0.81,1.526,1.221,-2.38
0.289,0.397,0.819,2.625,1.221,-2.441
0.293,0.384,0.839,2.075,0.793,-2.38
0.295,0.379,0.853,1.16,0.122,-2.441
0.297,0.369,0.852,0.122,-0.732,-2.563
0.298,0.367,0.852,-0.671,-1.099,-2.319
0.298,0.371,0.849,-1.038,-0.977,-1.77
0.298,0.377,0.85,-0.854,-0.61,-1.221
0.3,0.382,0.854,0.183,0.183,-0.916
0.304,0.386,0.85,1.831,0.793,-0.61
0.307,0.387,0.849,3.296,1.282,-0.305
0.308,0.382,0.851,4.211,1.709,-0.122
0.312,0.379,0.853,3.906,1.892,0.305
0.309,0.38,0.85,2.563,1.648,0.977
0.304,0.39,0.853,0.854,1.526,1.831
0.3,0.403,0.855,-0.916,1.831,2.319
0.304,0.412,0.85,-1.953,1.953,2.441
0.307,0.418,0.839,-2.563,1.892,2.258
0.301,0.432,0.833,-2.991,1.038,1.831
0.297,0.444,0.835,-3.418,0.549,1.465
0.294,0.445,0.839,-3.601,0.183,0.854
0.293,0.444,0.835,-2.808,0.061,0.366
0.116,-0.475,1.434,-30.212,2.808,20.142
0.117,-0.456,1.441,-28.748,7.568,22.949
0.127,-0.437,1.427,-28.442,15.015,25.269
0.153,-0.416,1.409,-30.579,22.949,27.71
0.159,-0.409,1.394,-35.095,28.564,30.884
0.171,-0.411,1.361,-40.894,34.18,33.569
0.182,-0.406,1.315,-46.936,39.246,35.828
0.182,-0.403,1.271,-52.368,43.213,38.33
0.179,-0.393,1.222,-57.068,46.692,41.443
0.181,-0.372,1.179,-61.035,49.438,44.617
0.182,-0.356,1.146,-64.514,51.147,47.974
0.19,-0.345,1.114,-67.2,53.406,50.964
0.198,-0.325,1.073,-69.397,55.054,53.894
0.205,-0.288,1.025,-71.472,56.213,56.519
0.211,-0.245,0.987,-73.242,56.458,58.96
0.217,-0.211,0.953,-75.562,57.007,60.486
0.227,-0.193,0.928,-77.759,57.434,61.951
0.234,-0.188,0.91,-80.078,57.495,63.171
0.224,-0.177,0.884,-82.458,57.007,63.904
0.232,-0.15,0.847,-84.717,56.396,64.026
0.221,-0.123,0.814,-87.036,54.749,63.477
0.229,-0.069,0.773,-87.646,54.749,64.087
0.236,-0.041,0.745,-86.853,54.504,64.026
0.238,-0.007,0.724,-85.51,53.345,63.416
0.255,0.023,0.709,-82.275,51.697,63.599
0.258,0.01,0.71,-77.576,49.194,63.599
0.25,-0.002,0.689,-71.045,47.18,63.721
0.256,0.004,0.671,-65.491,45.715,63.721
0.26,0.018,0.659,-61.462,43.64,64.331
0.27,0.024,0.647,-57.8,41.565,65.247
0.281,0.027,0.639,-55.42,39.429,66.04
0.278,0.03,0.638,-54.382,36.56,66.711
0.275,0.029,0.634,-54.321,33.691,67.322
0.262,0.031,0.624,-55.42,31.25,67.993
0.258,0.045,0.621,-57.861,29.48,68.909
0.263,0.075,0.632,-63.416,27.527,70.374
0.267,0.093,0.648,-70.435,25.818,71.228
0.253,0.094,0.649,-76.599,24.17,71.96
0.248,0.114,0.646,-81.604,22.705,72.632
0.249,0.167,0.635,-83.862,22.034,73.303
0.26,0.236,0.622,-81.97,21.301,72.998
0.252,0.285,0.615,-77.515,20.447,71.228
0.256,0.321,0.61,-70.007,20.203,69.397
0.241,0.349,0.619,-60.059,20.935,66.772
0.255,0.385,0.634,-48.706,23.193,64.392
0.276,0.401,0.64,-37.048,25.33,61.89
0.287,0.395,0.651,-26.306,26.306,58.594
0.299,0.386,0.674,-18.616,26.672,55.176
0.309,0.393,0.683,-14.771,26.55,52.368
0.314,0.421,0.702,-11.597,25.513,50.232
0.308,0.451,0.73,-10.071,24.17,47.607
0.302,0.486,0.741,-8.667,22.888,44.25
0.295,0.503,0.756,-8.911,21.973,40.833
0.292,0.504,0.763,-9.338,21.423,37.964
0.294,0.498,0.766,-9.949,21.362,35.095
0.303,0.491,0.779,-10.132,21.118,32.227
0.292,0.49,0.786,-8.606,20.447,29.297
0.307,0.49,0.782,-6.042,20.203,26.184
0.319,0.474,0.768,-3.845,20.203,23.437
0.333,0.471,0.762,-2.502,19.653,21.179
0.345,0.48,0.767,-2.502,18.311,19.104
0.357,0.484,0.76,-2.197,16.357,16.479
0.367,0.481,0.767,-2.075,14.16,13.916
0.369,0.471,0.769,-2.869,11.536,11.597
0.371,0.444,0.765,-4.456,9.155,9.705
0.365,0.417,0.768,-6.958,7.202,8.911
0.369,0.427,0.753,-9.216,5.798,8.789
0.376,0.45,0.745,-10.681,4.028,8.362
0.382,0.455,0.744,-12.268,2.075,7.812
0.382,0.443,0.762,-13,0.183,7.08
0.379,0.429,0.774,-13.062,-1.77,6.287
0.375,0.43,0.779,-10.986,-3.296,5.493
0.375,0.444,0.783,-6.897,-4.15,4.578
0.373,0.445,0.79,-1.831,-4.456,3.662
0.37,0.425,0.812,2.502,-4.15,2.625
0.369,0.399,0.828,5.432,-3.845,2.319
0.372,0.371,0.84,5.493,-3.54,2.502
0.375,0.358,0.846,3.357,-3.052,3.479
0.377,0.369,0.842,1.099,-2.869,4.028
0.374,0.386,0.837,-0.732,-2.563,4.15
0.377,0.392,0.834,-1.892,-1.892,3.906
0.383,0.388,0.84,-2.441,-1.282,3.845
0.386,0.383,0.843,-3.357,-0.732,4.578
0.398,0.39,0.841,-4.333,0.122,5.249
0.406,0.397,0.836,-5.859,0.488,6.226
0.408,0.397,0.824,-6.775,0.427,6.775
0.406,0.407,0.807,-7.141,0.305,6.958
0.404,0.421,0.789,-6.775,0.366,6.897
0.399,0.432,0.779,-5.493,0.122,6.775
0.396,0.432,0.77,-3.479,-0.122,6.592
0.395,0.428,0.778,-1.648,-0.183,6.958
0.393,0.424,0.79,-1.282,-0.671,7.568
0.387,0.409,0.797,-1.709,-1.038,7.751
0.379,0.397,0.802,-3.662,-1.404,8.179
0.367,0.404,0.811,-6.836,-1.587,8.667
0.353,0.411,0.814,-9.583,-1.526,8.362
0.35,0.432,0.815,-11.169,-0.977,8.24
0.349,0.448,0.805,-11.597,-0.549,7.568
0.348,0.457,0.793,-10.498,-0.061,6.592
0.345,0.463,0.784,-9.399,0.549,5.371
